Name,years.appearing,count.male,count.female,prob.gender,obs.male,est.male,upper,lower
Qaasim,14,92,0,Male,1,1,1.00801569531614,0.951902915398237
Qadar,2,6,0,Male,1,1,1.05244648969589,0.557219222401941
Qadeer,3,10,0,Male,1,1,1.04335450588766,0.679112694249454
Qadir,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Qailah,1,0,3,Female,0,0,1.05597453703631,0.382528431208642
Qaim,2,6,0,Male,1,1,1.05244648969589,0.557219222401941
Qais,17,195,0,Male,1,1,1.00393499950784,0.976745795918437
Qaiser,4,13,0,Male,1,1,1.03776450540099,0.734140122244815
Qamar,11,46,8,Unknown,0.851851851851852,0.851851851851852,0.925629620998317,0.731338594789571
Qasam,3,9,0,Male,1,1,1.04549522023528,0.655359731345175
Qasid,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Qasim,17,1042,0,Male,1,1,1.00075833359078,0.995568586911083
Qassim,5,19,0,Male,1,1,1.02972128304972,0.802099492897666
Qaylah,3,0,12,Female,0,0,1.03949131523292,0.718014678111836
Qays,11,47,0,Male,1,1,1.01462956650744,0.909812829328562
Qayyim,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Qazi,8,38,0,Male,1,1,1.01750688194436,0.890683249830061
Qendresa,2,0,8,Female,0,0,1.04776037949305,0.627832055623072
Qendrim,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Qi,7,35,6,Unknown,0.853658536585366,0.853658536585366,0.934982548058666,0.711740390103565
Qian,3,3,6,Unknown,0.333333333333333,0.333333333333333,0.882712549942373,0.350905767251112
Qiao,1,0,3,Female,0,0,1.05597453703631,0.382528431208642
Qin,2,1,3,Unknown,0.25,0.25,0.965913921240013,0.289140660532688
Qing,2,0,8,Female,0,0,1.04776037949305,0.627832055623072
Qirat,4,0,16,Female,0,0,1.03330254928781,0.773089770177758
Quade,7,34,0,Male,1,1,1.01917891017431,0.879306535672362
Quaid,13,52,0,Male,1,1,1.01340344539561,0.917804318480525
Quan,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Quang,2,6,0,Male,1,1,1.05244648969589,0.557219222401941
Quasim,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Quazi,2,5,0,Male,1,1,1.05457239484969,0.51094514036714
Qudsia,9,0,42,Female,0,0,1.01610064702825,0.900100562106044
Qudsiyah,8,0,28,Female,0,0,1.02237307833611,0.856983616898048
Qudus,2,6,0,Male,1,1,1.05244648969589,0.557219222401941
Queen,12,0,58,Female,0,0,1.01217753333152,0.925704610881274
Queenie,14,0,130,Female,0,0,1.00579813667497,0.965500302130603
Quentin,17,213,0,Male,1,1,1.00361340103321,0.978671080718641
Querida,1,0,3,Female,0,0,1.05597453703631,0.382528431208642
Quian,1,1,0,Male,1,1,1.03904982889782,0.167499485479413
Quiana,5,0,18,Female,0,0,1.03083164145996,0.793289134893386
Quianna,1,0,3,Female,0,0,1.05597453703631,0.382528431208642
Quillan,3,15,0,Male,1,1,1.03467981392105,0.761436885043099
Quin,6,30,3,Male,0.909090909090909,0.909090909090909,0.976283469974584,0.756586532036137
Quincey,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Quincy,17,155,3,Male,0.981012658227848,0.981012658227848,0.996047968617503,0.943142774641938
Quinlan,16,148,0,Male,1,1,1.00512611870621,0.969574738026003
Quinley,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Quinn,17,1048,206,Unknown,0.835725677830941,0.835725677830941,0.85522788393119,0.814172853415652
Quinnlan,2,2,0,Male,1,1,1.05215297529068,0.290227252215969
Quinten,9,35,0,Male,1,1,1.01873201951779,0.882366988157803
Quintin,9,33,0,Male,1,1,1.01964734085817,0.876082661599378
Quinton,16,115,0,Male,1,1,1.00650910894661,0.961166659604073
Quintus,1,3,0,Male,1,1,1.05597453703631,0.382528431208642
Quoc,3,13,0,Male,1,1,1.03776450540099,0.734140122244815
Quorra,1,0,4,Female,0,0,1.05605943068294,0.454049732862462
Quratulain,2,0,6,Female,0,0,1.05244648969589,0.557219222401941
Qusai,2,6,0,Male,1,1,1.05244648969589,0.557219222401941
Qusay,2,4,0,Male,1,1,1.05605943068294,0.454049732862461
Quynh,4,0,14,Female,0,0,1.03616388249591,0.748525314766452
